C2min_1,C2min_2,C2min_3,C2pls_1,C2pls_2,C2pls_3,Score,Intensity,MS/MS count,Description,Fasta headers,Protein IDs,Majority protein IDs
26.8022,26.8403,26.854,26.9204,26.9369,26.8964,229.09,8.89159,190,hexokinase,0624000.1  0624000 hexokinase  hexokinase  Pf3D7_06_v3:981066-982547(+)  493,PF3D7_0624000,PF3D7_0624000
25.6147,25.5997,25.5159,25.6811,25.66,25.6539,136.26,8.50157,77,M17 leucyl aminopeptidase,1446200.1  1446200 M17 leucyl aminopeptidase  M17 leucyl aminopeptidase  Pf3D7_14_v3:1893200-1895017(-)  605,PF3D7_1446200,PF3D7_1446200
21.3605,21.1826,21.0964,21.1235,21.2511,21.5306,44.974,7.19786,15,"coatomer alpha subunit, putative","0606700.1  0606700 coatomer alpha subunit, putative  coatomer alpha subunit, putative  Pf3D7_06_v3:282049-287017(+)  1512",PF3D7_0606700,PF3D7_0606700
24.3072,24.2881,24.2407,24.3617,24.4253,24.322,53.983,8.10775,52,inosine-5-monophosphate dehydrogenase,0920800.1  0920800 inosine-5-monophosphate dehydrogenase  inosine-5-monophosphate dehydrogenase  Pf3D7_09_v3:852525-854057(-)  510,PF3D7_0920800,PF3D7_0920800
20.6242,20.5407,20.5398,20.7416,20.551,20.6908,6.501,6.98793,9,"conserved Plasmodium protein, unknown function","1314100.1  1314100 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_13_v3:607794-610052(+)  752",PF3D7_1314100,PF3D7_1314100
25.3936,25.282,25.406,25.4403,25.4683,25.4569,106.53,8.4564,95,T-complex protein 1 subunit eta,0308200.1  0308200 T-complex protein 1 subunit eta  T-complex protein 1 subunit eta  Pf3D7_03_v3:362342-364233(-)  539,PF3D7_0308200,PF3D7_0308200
24.3431,24.3088,24.3917,24.5448,24.3651,24.4179,107.4,8.12901,52,GMP synthase [glutamine-hydrolyzing],1012600.1  1012600 GMP synthase [glutamine-hydrolyzing]  GMP synthase [glutamine-hydrolyzing]  Pf3D7_10_v3:482527-484194(-)  555,PF3D7_1012600,PF3D7_1012600
25.3665,25.1743,25.2666,25.4478,25.3314,25.3237,52.742,8.40346,47,lysine--tRNA ligase,1350100.1  1350100 lysine--tRNA ligase  lysine--tRNA ligase  Pf3D7_13_v3:2005962-2007950(-)  583,PF3D7_1350100,PF3D7_1350100
25.097,25.0303,24.9289,25.0335,25.1764,25.1422,39.046,8.36866,51,"glutamine synthetase, putative","0922600.1  0922600 glutamine synthetase, putative  glutamine synthetase, putative  Pf3D7_09_v3:916603-918674(+)  543",PF3D7_0922600,PF3D7_0922600
24.0889,24.0804,24.1045,24.1016,24.3395,24.1341,140.31,8.05392,74,ubiquitin-activating enzyme E1,1225800.1  1225800 ubiquitin-activating enzyme E1  ubiquitin-activating enzyme E1  Pf3D7_12_v3:1045995-1049831(+)  1140,PF3D7_1225800,PF3D7_1225800
22.6205,22.6254,22.5127,22.5371,22.745,22.7827,4.7014,7.59924,16,cysteine proteinase falcipain 3,1115400.1  1115400 cysteine proteinase falcipain 3  cysteine proteinase falcipain 3  Pf3D7_11_v3:584328-585806(-)  492,PF3D7_1115400,PF3D7_1115400
23.5591,23.3249,23.6241,23.76,23.4628,23.594,97.411,7.8751,38,"ADP-ribosylation factor GTPase-activating protein, putative","1244600.1  1244600 ADP-ribosylation factor GTPase-activating protein, putative  ADP-ribosylation factor GTPase-activating protein, putative  Pf3D7_12_v3:1868533-1869531(-)  332",PF3D7_1244600,PF3D7_1244600
21.575,21.5025,21.6568,21.7374,21.699,21.6068,13.236,7.29066,13,"translation elongation factor EF-1, subunit alpha, putative","1123400.1  1123400 translation elongation factor EF-1, subunit alpha, putative  translation elongation factor EF-1, subunit alpha, putative  Pf3D7_11_v3:925728-927524(+)  555",PF3D7_1123400,PF3D7_1123400
24.1442,24.1461,24.1408,24.3778,24.2117,24.1557,151.25,8.07463,66,myosin A,1342600.1  1342600 myosin A  myosin A  Pf3D7_13_v3:1673699-1676539(+)  818,PF3D7_1342600,PF3D7_1342600
31.592,31.5771,31.6,31.686,31.69,31.7092,323.31,10.313,784,elongation factor 1-alpha,1357100.1  1357100 elongation factor 1-alpha  elongation factor 1-alpha  Pf3D7_13_v3:2268901-2270232(+)  443;1357000.1  1357000 elongation factor 1-alpha  elongation factor 1-alpha  Pf3D7_13_v3:2265817-2267148(-)  443,PF3D7_1357100;PF3D7_1357000,PF3D7_1357100;PF3D7_1357000
26.2885,26.1958,26.1735,26.2771,26.3204,26.3841,148.25,8.70302,139,methionine--tRNA ligase,1034900.1  1034900 methionine--tRNA ligase  methionine--tRNA ligase  Pf3D7_10_v3:1383450-1386119(+)  889,PF3D7_1034900,PF3D7_1034900
28.6931,28.6643,28.6821,28.822,28.7768,28.7735,323.31,9.4452,457,high molecular weight rhoptry protein 3,0905400.1  0905400 high molecular weight rhoptry protein 3  high molecular weight rhoptry protein 3  Pf3D7_09_v3:270740-274789(-)  897,PF3D7_0905400,PF3D7_0905400
22.1966,22.4808,22.4068,22.6104,22.3749,22.4458,18.068,7.54331,16,"eukaryotic translation initiation factor 3 subunit D, putative","1007900.1  1007900 eukaryotic translation initiation factor 3 subunit D, putative  eukaryotic translation initiation factor 3 subunit D, putative  Pf3D7_10_v3:316649-318280(+)  543",PF3D7_1007900,PF3D7_1007900
20.5787,20.7826,20.8051,20.8215,20.7558,20.9396,30.333,7.03711,20,"eukaryotic translation initiation factor subunit eIF2A, putative","1019000.1  1019000 eukaryotic translation initiation factor subunit eIF2A, putative  eukaryotic translation initiation factor subunit eIF2A, putative  Pf3D7_10_v3:757795-765158(+)  2405",PF3D7_1019000,PF3D7_1019000
26.5339,26.4388,26.4891,26.5925,26.6263,26.5953,323.31,8.77907,226,rhoptry-associated protein 1,1410400.1  1410400 rhoptry-associated protein 1  rhoptry-associated protein 1  Pf3D7_14_v3:420442-422790(+)  782,PF3D7_1410400,PF3D7_1410400
24.6984,24.6734,24.7204,24.7507,24.8544,24.8408,104.24,8.23621,98,"glutamate--tRNA ligase, putative","1349200.1  1349200 glutamate--tRNA ligase, putative  glutamate--tRNA ligase, putative  Pf3D7_13_v3:1971890-1974481(-)  863",PF3D7_1349200,PF3D7_1349200
21.8746,21.6675,21.284,21.6844,21.9225,21.5736,91.978,7.32319,17,fam-a protein,1463500.1  1463500 fam-a protein  fam-a protein  Pf3D7_14_v3:2577974-2579379(+)  258,PF3D7_1463500,PF3D7_1463500
22.9516,22.8305,22.7644,23.032,23.0085,22.8629,17.325,7.68236,12,deoxyuridine 5-triphosphate nucleotidohydrolase,1127100.1  1127100 deoxyuridine 5-triphosphate nucleotidohydrolase  deoxyuridine 5-triphosphate nucleotidohydrolase  Pf3D7_11_v3:1060262-1060783(-)  173,PF3D7_1127100,PF3D7_1127100
21.4615,21.5004,21.5365,21.6537,21.7899,21.4137,11.547,7.27752,12,"peptide chain release factor subunit 1, putative","0212300.1  0212300 peptide chain release factor subunit 1, putative  peptide chain release factor subunit 1, putative  Pf3D7_02_v3:492616-494306(+)  427",PF3D7_0212300,PF3D7_0212300
24.6543,24.5521,24.6048,24.6803,24.7352,24.7549,85.08,8.20927,84,"endoplasmin, putative","1222300.1  1222300 endoplasmin, putative  endoplasmin, putative  Pf3D7_12_v3:883567-886032(-)  821",PF3D7_1222300,PF3D7_1222300
27.3965,27.3218,27.3958,27.4066,27.5138,27.5532,160.15,9.04501,176,alpha tubulin 1,0903700.1  0903700 alpha tubulin 1  alpha tubulin 1  Pf3D7_09_v3:175542-177442(+)  453,PF3D7_0903700,PF3D7_0903700
22.0806,21.9696,21.9998,22.1474,22.0784,22.1863,11.142,7.43718,17,"ribosome-interacting GTPase 1, putative","0524400.1  0524400 ribosome-interacting GTPase 1, putative  ribosome-interacting GTPase 1, putative  Pf3D7_05_v3:1013453-1014550(-)  365",PF3D7_0524400,PF3D7_0524400
25.9079,25.9156,26.0199,25.9133,26.0305,26.2687,69.992,8.61601,98,proliferating cell nuclear antigen 1,1361900.1  1361900 proliferating cell nuclear antigen 1  proliferating cell nuclear antigen 1  Pf3D7_13_v3:2482472-2483296(-)  274,PF3D7_1361900,PF3D7_1361900
21.8908,22.0041,22.1383,22.09,21.9513,22.3652,49.16,7.43347,19,"polyubiquitin binding protein, putative","1363400.1  1363400 polyubiquitin binding protein, putative  polyubiquitin binding protein, putative  Pf3D7_13_v3:2543644-2546483(-)  905",PF3D7_1363400,PF3D7_1363400
28.9372,29.0036,28.9866,29.094,29.1206,29.0866,323.31,9.53439,602,cytoadherence linked asexual protein 3.1,0302500.1  0302500 cytoadherence linked asexual protein 3.1  cytoadherence linked asexual protein 3.1  Pf3D7_03_v3:135418-140660(+)  1417;0302200.1  0302200 cytoadherence linked asexual protein 3.2  cytoadherence linked asexual protein 3.2  Pf3D7_03_v3:1,PF3D7_0302500;PF3D7_0302200,PF3D7_0302500;PF3D7_0302200
26.1117,26.0797,26.1731,26.2032,26.2486,26.2879,226.48,8.69583,151,heat shock protein 70,0917900.1  0917900 heat shock protein 70  heat shock protein 70  Pf3D7_09_v3:737985-740276(+)  652,PF3D7_0917900,PF3D7_0917900
22.1621,22.1424,22.3549,22.3319,22.1694,22.5351,34.906,7.49175,31,eukaryotic translation initation factor 4 gamma,1312900.1  1312900 eukaryotic translation initation factor 4 gamma  eukaryotic translation initation factor 4 gamma  Pf3D7_13_v3:548586-552841(+)  1255,PF3D7_1312900,PF3D7_1312900
22.5587,22.7011,22.4886,22.6144,22.734,22.7779,14.376,7.60336,16,phenylalanine--tRNA ligase alpha subunit,0109800.1  0109800 phenylalanine--tRNA ligase alpha subunit  phenylalanine--tRNA ligase alpha subunit  Pf3D7_01_v3:380697-382424(+)  575,PF3D7_0109800,PF3D7_0109800
23.4347,23.3807,23.3033,23.497,23.4595,23.5422,8.8291,7.84011,28,heat shock protein DNAJ homologue Pfj4,1211400.1  1211400 heat shock protein DNAJ homologue Pfj4  heat shock protein DNAJ homologue Pfj4  Pf3D7_12_v3:505344-506662(+)  244,PF3D7_1211400,PF3D7_1211400
24.7714,24.848,24.8687,25.0147,24.948,24.9083,38.569,8.27951,44,T-complex protein 1 subunit theta,0214000.1  0214000 T-complex protein 1 subunit theta  T-complex protein 1 subunit theta  Pf3D7_02_v3:566121-567894(+)  542,PF3D7_0214000,PF3D7_0214000
21.5123,21.6009,21.6914,21.6352,21.7986,21.7576,14.044,7.3075,20,RuvB-like helicase 3,1362200.1  1362200 RuvB-like helicase 3  RuvB-like helicase 3  Pf3D7_13_v3:2490386-2491837(-)  483,PF3D7_1362200,PF3D7_1362200
24.8782,24.54,24.6056,24.8408,24.6329,24.9469,44.475,8.23439,48,"Plasmodium exported protein (PHISTb), unknown function","0402100.1  0402100 Plasmodium exported protein (PHISTb), unknown function  Plasmodium exported protein (PHISTb), unknown function  Pf3D7_04_v3:123588-125464(-)  575",PF3D7_0402100,PF3D7_0402100
24.7967,24.7846,24.8483,25.0061,24.9219,24.9048,23.844,8.28015,54,T-complex protein 1 subunit zeta,0608700.1  0608700 T-complex protein 1 subunit zeta  T-complex protein 1 subunit zeta  Pf3D7_06_v3:358391-360203(+)  543,PF3D7_0608700,PF3D7_0608700
23.9078,23.7883,23.9245,23.9737,24.0302,24.0338,88.892,7.98793,48,thioredoxin reductase,0923800.2  0923800 thioredoxin reductase  thioredoxin reductase  Pf3D7_09_v3:961933-963558(-)  541;0923800.1  0923800 thioredoxin reductase  thioredoxin reductase  Pf3D7_09_v3:961933-963786(-)  617,PF3D7_0923800.2;PF3D7_0923800,PF3D7_0923800.2;PF3D7_0923800
24.6511,24.6194,24.5732,24.7284,24.7689,24.7707,204.27,8.22235,85,serine repeat antigen 9,0902800.1  0902800 serine repeat antigen 9  serine repeat antigen 9  Pf3D7_09_v3:121621-125006(-)  932,PF3D7_0902800,PF3D7_0902800
29.3677,29.3711,29.3887,29.511,29.5068,29.54,323.31,9.66021,696,heat shock protein 70,0818900.1  0818900 heat shock protein 70  heat shock protein 70  Pf3D7_08_v3:860384-862417(+)  677,PF3D7_0818900,PF3D7_0818900
26.9862,27.0116,26.9064,27.1688,27.1695,26.9994,119.94,8.96951,236,tubulin beta chain,1008700.1  1008700 tubulin beta chain  tubulin beta chain  Pf3D7_10_v3:360625-362480(-)  445,PF3D7_1008700,PF3D7_1008700
24.3729,24.5043,24.584,24.5646,24.6928,24.6398,6.4806,8.18187,19,"GTPase-activating protein, putative","0804900.1  0804900 GTPase-activating protein, putative  GTPase-activating protein, putative  Pf3D7_08_v3:279711-281186(-)  491",PF3D7_0804900,PF3D7_0804900
25.6629,25.6124,25.6422,25.6325,25.7664,25.9553,85.994,8.53987,134,T-complex protein 1 subunit alpha,1132200.1  1132200 T-complex protein 1 subunit alpha  T-complex protein 1 subunit alpha  Pf3D7_11_v3:1248310-1250232(-)  544,PF3D7_1132200,PF3D7_1132200
27.4173,27.4639,27.4457,27.5942,27.5812,27.5888,323.31,9.07788,276,M1-family alanyl aminopeptidase,1311800.1  1311800 M1-family alanyl aminopeptidase  M1-family alanyl aminopeptidase  Pf3D7_13_v3:501790-505047(+)  1085,PF3D7_1311800,PF3D7_1311800
24.7186,24.7613,24.7153,24.8472,24.9322,24.8548,66.064,8.25322,48,"ran-specific GTPase-activating protein 1, putative","0419600.1  0419600 ran-specific GTPase-activating protein 1, putative  ran-specific GTPase-activating protein 1, putative  Pf3D7_04_v3:870737-871873(+)  280",PF3D7_0419600;PF3D7_1023900,PF3D7_0419600
22.1278,22.1671,22.0949,22.4359,22.108,22.2982,9.7897,7.47586,15,"conserved Plasmodium protein, unknown function","1206800.1  1206800 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_12_v3:308214-310397(+)  727",PF3D7_1206800,PF3D7_1206800
24.1351,24.3715,24.3584,24.4282,24.4654,24.4263,78.12,8.12558,61,protein phosphatase 2C,1138500.1  1138500 protein phosphatase 2C  protein phosphatase 2C  Pf3D7_11_v3:1518464-1521238(+)  924,PF3D7_1138500,PF3D7_1138500
21.8981,21.9736,21.907,22.091,22.1262,22.0184,11.981,7.40885,14,activator of Hsp90 ATPase,0306200.1  0306200 activator of Hsp90 ATPase  activator of Hsp90 ATPase  Pf3D7_03_v3:292943-294548(+)  349,PF3D7_0306200,PF3D7_0306200
26.767,26.7705,26.7297,26.9358,26.9024,26.8891,246.96,8.86491,232,6-phosphofructokinase,0915400.1  0915400 6-phosphofructokinase  6-phosphofructokinase  Pf3D7_09_v3:650585-654841(-)  1418,PF3D7_0915400,PF3D7_0915400
21.9321,21.8713,22.0226,22.0003,22.069,22.2327,10.257,7.41419,21,"eukaryotic translation initiation factor 5, putative","1206700.1  1206700 eukaryotic translation initiation factor 5, putative  eukaryotic translation initiation factor 5, putative  Pf3D7_12_v3:301129-302826(-)  565",PF3D7_1206700,PF3D7_1206700
23.4966,23.8486,23.5685,23.7852,23.799,23.8081,62.341,7.92536,43,hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase,0810800.1  0810800 hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase  hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase  Pf3D7_08_v3:548200-550616(+)  706,PF3D7_0810800,PF3D7_0810800
27.3265,27.3637,27.3446,27.5162,27.5074,27.5041,323.31,9.04321,291,karyopherin beta,0524000.1  0524000 karyopherin beta  karyopherin beta  Pf3D7_05_v3:998753-1002124(+)  1123,PF3D7_0524000,PF3D7_0524000
25.1831,25.2214,25.1505,25.3451,25.341,25.3654,87.55,8.39943,104,T-complex protein 1 subunit gamma,1229500.1  1229500 T-complex protein 1 subunit gamma  T-complex protein 1 subunit gamma  Pf3D7_12_v3:1211788-1213563(+)  542,PF3D7_1229500,PF3D7_1229500
24.6819,24.7838,24.8249,24.9739,24.8962,24.9303,138.22,8.26928,86,"asparagine synthetase [glutamine-hydrolyzing], putative","0309500.1  0309500 asparagine synthetase [glutamine-hydrolyzing], putative  asparagine synthetase [glutamine-hydrolyzing], putative  Pf3D7_03_v3:402933-405440(+)  610",PF3D7_0309500,PF3D7_0309500
22.7317,22.6433,22.5246,22.6693,22.7863,22.9621,11.709,7.63021,24,rhoptry-associated membrane antigen,0707300.1  0707300 rhoptry-associated membrane antigen  rhoptry-associated membrane antigen  Pf3D7_07_v3:338885-342083(+)  861,PF3D7_0707300,PF3D7_0707300
24.3478,24.4061,24.6146,24.6845,24.6664,24.5439,48.475,8.17301,63,proline--tRNA ligase,1213800.1  1213800 proline--tRNA ligase  proline--tRNA ligase  Pf3D7_12_v3:590194-592434(-)  746,PF3D7_1213800,PF3D7_1213800
22.5284,22.7012,22.9825,23.3514,22.6978,22.6896,54.798,7.66239,20,"PPPDE peptidase domain-containing protein, putative","1217900.1  1217900 PPPDE peptidase domain-containing protein, putative  PPPDE peptidase domain-containing protein, putative  Pf3D7_12_v3:700531-702211(+)  483",PF3D7_1217900,PF3D7_1217900
22.6096,22.7639,22.8319,23.0754,22.7307,22.9374,42.799,7.65448,26,"ubiquitin carboxyl-terminal hydrolase 13, putative","0413900.1  0413900 ubiquitin carboxyl-terminal hydrolase 13, putative  ubiquitin carboxyl-terminal hydrolase 13, putative  Pf3D7_04_v3:623168-626226(-)  853",PF3D7_0413900,PF3D7_0413900
26.6125,26.6253,26.6869,26.8367,26.8336,26.7985,192.21,8.83479,192,acyl-CoA synthetase,0525100.1  0525100 acyl-CoA synthetase  acyl-CoA synthetase  Pf3D7_05_v3:1041745-1043766(+)  673,PF3D7_0525100,PF3D7_0525100
24.6901,24.6461,24.6461,24.7705,24.8321,24.9246,137.55,8.23739,54,M18 aspartyl aminopeptidase,0932300.1  0932300 M18 aspartyl aminopeptidase  M18 aspartyl aminopeptidase  Pf3D7_09_v3:1289315-1291027(-)  570,PF3D7_0932300,PF3D7_0932300
21.006,21.0169,21.1049,21.2943,21.2144,21.1671,24.213,7.14625,16,glutamate-rich protein,1035300.1  1035300 glutamate-rich protein  glutamate-rich protein  Pf3D7_10_v3:1399195-1402896(+)  1233,PF3D7_1035300,PF3D7_1035300
24.8069,24.8291,24.8113,24.9638,24.9884,25.0526,105.59,8.2882,82,T-complex protein 1 subunit delta,1357800.1  1357800 T-complex protein 1 subunit delta  T-complex protein 1 subunit delta  Pf3D7_13_v3:2291897-2294134(+)  529,PF3D7_1357800,PF3D7_1357800
22.7136,22.9212,23.0448,23.0601,23.0108,23.1685,87.531,7.70436,38,ATP-dependent RNA helicase DBP5,1459000.1  1459000 ATP-dependent RNA helicase DBP5  ATP-dependent RNA helicase DBP5  Pf3D7_14_v3:2420764-2422989(+)  741,PF3D7_1459000,PF3D7_1459000
26.5435,26.6431,26.6651,26.8219,26.7776,26.8148,323.31,8.83169,247,heat shock protein 70,0831700.1  0831700 heat shock protein 70  heat shock protein 70  Pf3D7_08_v3:1365467-1367506(-)  679,PF3D7_0831700,PF3D7_0831700
29.4276,29.4429,29.4465,29.6007,29.6042,29.6762,323.31,9.68789,493,merozoite surface protein 9,1228600.1  1228600 merozoite surface protein 9  merozoite surface protein 9  Pf3D7_12_v3:1160729-1162960(-)  743,PF3D7_1228600,PF3D7_1228600
22.0796,22.0944,22.1342,22.3939,22.0406,22.4456,26.791,7.48113,34,tudor staphylococcal nuclease,1136300.1  1136300 tudor staphylococcal nuclease  tudor staphylococcal nuclease  Pf3D7_11_v3:1422744-1426201(+)  1098,PF3D7_1136300,PF3D7_1136300
27.1112,27.0285,27.1116,27.2852,27.3197,27.219,323.31,8.97668,271,serine repeat antigen 4,0207700.1  0207700 serine repeat antigen 4  serine repeat antigen 4  Pf3D7_02_v3:308847-312155(-)  962,PF3D7_0207700,PF3D7_0207700
28.5071,28.5304,28.513,28.7065,28.7636,28.6638,314.02,9.41223,421,ring-infected erythrocyte surface antigen,0102200.1  0102200 ring-infected erythrocyte surface antigen  ring-infected erythrocyte surface antigen  Pf3D7_01_v3:98819-102282(+)  1085,PF3D7_0102200,PF3D7_0102200
23.6333,23.8033,23.5687,23.7983,23.9946,23.8001,38.878,7.93815,41,phenylalanine--tRNA ligase beta subunit,1104000.1  1104000 phenylalanine--tRNA ligase beta subunit  phenylalanine--tRNA ligase beta subunit  Pf3D7_11_v3:175608-177778(-)  623,PF3D7_1104000,PF3D7_1104000
21.3932,21.5386,21.6732,21.7263,21.8404,21.6275,9.0849,7.29994,17,"conserved protein, unknown function","0209400.1  0209400 conserved protein, unknown function  conserved protein, unknown function  Pf3D7_02_v3:388424-390611(-)  450",PF3D7_0209400,PF3D7_0209400
22.9305,22.9597,22.8457,23.0636,23.1592,23.1072,43.789,7.71111,33,"conserved Plasmodium protein, unknown function","1356100.1  1356100 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_13_v3:2224146-2227040(-)  964",PF3D7_1356100,PF3D7_1356100
23.6871,23.8983,23.7595,24.0532,23.8667,24.029,68.272,7.97569,32,"actin-like protein, putative","1110700.1  1110700 actin-like protein, putative  actin-like protein, putative  Pf3D7_11_v3:428362-430047(+)  378",PF3D7_1110700,PF3D7_1110700
22.5946,22.6415,22.674,22.6987,22.81,23.0081,34.805,7.6268,28,erythrocyte membrane protein 3,0201900.1  0201900 erythrocyte membrane protein 3  erythrocyte membrane protein 3  Pf3D7_02_v3:91318-98838(-)  2441,PF3D7_0201900,PF3D7_0201900
22.1645,22.102,22.2237,22.4434,22.3085,22.3514,13.077,7.48549,13,"signal recognition particle subunit SRP68, putative","0621900.1  0621900 signal recognition particle subunit SRP68, putative  signal recognition particle subunit SRP68, putative  Pf3D7_06_v3:893450-895780(-)  776",PF3D7_0621900,PF3D7_0621900
25.1259,25.2516,25.2335,25.3351,25.4086,25.4934,92.377,8.40761,117,asparagine--tRNA ligase,0211800.1  0211800 asparagine--tRNA ligase  asparagine--tRNA ligase  Pf3D7_02_v3:475242-477074(+)  610,PF3D7_0211800,PF3D7_0211800
21.588,21.1678,21.403,21.6084,21.6073,21.5701,75.166,7.2583,28,ring-exported protein 1,0935900.1  0935900 ring-exported protein 1  ring-exported protein 1  Pf3D7_09_v3:1420483-1422807(-)  713,PF3D7_0935900,PF3D7_0935900
26.9375,26.9993,26.9399,27.1587,27.1462,27.2028,323.31,8.93637,255,heat shock protein 110,0708800.1  0708800 heat shock protein 110  heat shock protein 110  Pf3D7_07_v3:395711-398332(+)  873,PF3D7_0708800,PF3D7_0708800
25.0328,25.0415,25.0381,25.2794,25.2345,25.2329,323.31,8.37446,97,Hsp70/Hsp90 organizing protein,1434300.1  1434300 Hsp70/Hsp90 organizing protein  Hsp70/Hsp90 organizing protein  Pf3D7_14_v3:1372903-1374597(+)  564,PF3D7_1434300,PF3D7_1434300
20.1978,20.2955,20.1845,20.5385,20.3612,20.414,4.284,6.85618,12,"nuclear movement protein, putative","1336800.1  1336800 nuclear movement protein, putative  nuclear movement protein, putative  Pf3D7_13_v3:1486456-1487616(+)  386",PF3D7_1336800,PF3D7_1336800
27.3771,27.3629,27.3336,27.5606,27.5756,27.5737,323.31,9.06476,297,ring-infected erythrocyte surface antigen,1149200.1  1149200 ring-infected erythrocyte surface antigen  ring-infected erythrocyte surface antigen  Pf3D7_11_v3:1976407-1979804(+)  1090,PF3D7_1149200;PF3D7_1149500,PF3D7_1149200
21.7812,21.9974,21.797,22.0045,22.2441,21.9674,15.371,7.3934,17,"conserved Plasmodium protein, unknown function","1002700.1  1002700 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_10_v3:129276-132110(+)  944",PF3D7_1002700,PF3D7_1002700
27.9096,27.8645,27.8365,28.0852,28.0455,28.1213,323.31,9.21426,304,heat shock protein 90,0708400.1  0708400 heat shock protein 90  heat shock protein 90  Pf3D7_07_v3:381592-384614(+)  745,PF3D7_0708400,PF3D7_0708400
24.1655,23.9507,24.2037,24.3487,24.2219,24.4013,53.335,8.07019,37,"26S protease regulatory subunit 4, putative","1008400.1  1008400 26S protease regulatory subunit 4, putative  26S protease regulatory subunit 4, putative  Pf3D7_10_v3:347206-348667(-)  448",PF3D7_1008400,PF3D7_1008400
22.0901,22.0506,22.2093,22.1505,22.4313,22.4211,8.1369,7.48721,11,"phospholipase, putative","0629300.1  0629300 phospholipase, putative  phospholipase, putative  Pf3D7_06_v3:1205190-1207781(+)  863",PF3D7_0629300,PF3D7_0629300
29.5104,29.5139,29.4732,29.7193,29.7013,29.7313,323.31,9.70619,704,high molecular weight rhoptry protein 2,0929400.1  0929400 high molecular weight rhoptry protein 2  high molecular weight rhoptry protein 2  Pf3D7_09_v3:1175203-1180762(+)  1378,PF3D7_0929400,PF3D7_0929400
25.0498,24.9677,25.1158,25.248,25.311,25.2289,138.05,8.36228,134,falcilysin,1360800.1  1360800 falcilysin  falcilysin  Pf3D7_13_v3:2435343-2438924(+)  1193,PF3D7_1360800,PF3D7_1360800
23.5983,23.5336,23.5579,23.8079,23.7649,23.7738,31.588,7.9137,40,"exportin-7, putative","0910100.1  0910100 exportin-7, putative  exportin-7, putative  Pf3D7_09_v3:456959-461318(-)  1198",PF3D7_0910100,PF3D7_0910100
24.29,24.2847,24.4507,24.5589,24.5961,24.5279,68.933,8.1412,76,"exportin-1, putative","0302900.1  0302900 exportin-1, putative  exportin-1, putative  Pf3D7_03_v3:152168-156146(-)  1254",PF3D7_0302900,PF3D7_0302900
23.6691,23.6345,23.6085,23.8033,23.8713,23.8973,28.655,7.95194,35,tRNA import protein tRIP,1442300.1  1442300 tRNA import protein tRIP  tRNA import protein tRIP  Pf3D7_14_v3:1712626-1714065(-)  402,PF3D7_1442300,PF3D7_1442300
26.142,26.1465,26.1473,26.3799,26.2904,26.4284,323.31,8.69187,139,serine repeat antigen 3,0207800.1  0207800 serine repeat antigen 3  serine repeat antigen 3  Pf3D7_02_v3:313449-316741(-)  930,PF3D7_0207800,PF3D7_0207800
23.0455,22.915,23.0127,23.1926,23.1049,23.343,31.799,7.73691,26,acyl-CoA synthetase,0619500.1  0619500 acyl-CoA synthetase  acyl-CoA synthetase  Pf3D7_06_v3:820069-824247(-)  1392,PF3D7_0619500,PF3D7_0619500
21.723,21.7307,21.8468,21.699,22.2506,22.0399,13.862,7.37157,21,"phosphoglucomutase, putative","1012500.1  1012500 phosphoglucomutase, putative  phosphoglucomutase, putative  Pf3D7_10_v3:478758-480539(-)  593",PF3D7_1012500,PF3D7_1012500
19.8774,19.0566,19.4845,20.4299,19.2763,19.4134,19.857,6.55437,4,vacuolar protein sorting-associated protein 29,1406700.1  1406700 vacuolar protein sorting-associated protein 29  vacuolar protein sorting-associated protein 29  Pf3D7_14_v3:244908-245492(+)  194,PF3D7_1406700,PF3D7_1406700
21.8872,21.8968,22.1157,22.1293,22.0551,22.4244,29.693,7.4335,36,"conserved Plasmodium protein, unknown function","0812100.1  0812100 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_08_v3:604923-612878(+)  2651",PF3D7_0812100,PF3D7_0812100
23.993,24.0898,24.0894,24.3836,24.3258,24.1785,65.024,8.06096,61,protein transport protein Sec24A,1361100.1  1361100 protein transport protein Sec24A  protein transport protein Sec24A  Pf3D7_13_v3:2450461-2453760(+)  940,PF3D7_1361100,PF3D7_1361100
24.8455,24.9553,24.9311,25.256,25.0377,25.159,156.03,8.33716,94,"26S proteasome regulatory subunit RPN1, putative","0205900.1  0205900 26S proteasome regulatory subunit RPN1, putative  26S proteasome regulatory subunit RPN1, putative  Pf3D7_02_v3:235237-238816(+)  966",PF3D7_0205900,PF3D7_0205900
